id,catCode,bu,lv1,lv1_order,lv2,lv2_order,lv3,lv3_order,name,order,biko,charalist
1,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"棺桶屋グレリア",1,"グレリア",1,,"グレリア"
2,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"棺桶屋グレリア",1,"供養のルール",2,,"主人公,ピリカ,フィーナ,グレリア"
3,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"深紅の銃士フォンダ",2,"フォンダ",1,"（覚醒アルカナ以外で）加入時の会話にピリカが混ざる珍しいパターン","フォンダ,ピリカ"
4,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"深紅の銃士フォンダ",2,"正しきジャッジ",2,,"主人公,ピリカ,フィーナ,フォンダ"
5,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"復讐の舞姫スカーレット",3,"スカーレット",1,,"スカーレット"
6,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"復讐の舞姫スカーレット",3,"復讐の赤",2,,"主人公,ピリカ,フィーナ,スカーレット,デリック"
7,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"夢幻の酒杯アドベック",4,"アドベック",1,,"アドベック"
8,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"夢幻の酒杯アドベック",4,"癒やしの一杯を君に",2,,"主人公,ピリカ,フィーナ,アドベック"
9,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"選ばれし者？カワード",5,"カワード",1,,"カワード"
10,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"選ばれし者？カワード",5,"英雄の条件",2,,"主人公,ピリカ,フィーナ,カワード"
11,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"未来を示す者マハリシ",6,"マハリシ",1,,"マハリシ"
12,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"未来を示す者マハリシ",6,"先を見る者",2,,"主人公,ピリカ,フィーナ,マハリシ,カイン"
13,CHARACTER_QUEST,"１～２部","第１～２部",1,"レムレス島",15,"ミルク売りチチカ",7,"チチカ",1,,"チチカ"
