id,catCode,bu,lv1,lv1_order,lv2,lv2_order,lv3,lv3_order,name,char_battle,order,biko,quest,charalist
1,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"古代文明の探究者エッケハルト　D-32",1,"エッケハルト",,1,,,"エッケハルト"
2,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"古代文明の探究者エッケハルト　D-32",1,"ロマンを求めて",,2,,,"主人公,ピリカ,フィーナ,エッケハルト"
3,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"悪ガキ大将ツィスカ　S-6",2,"鉄クズの中から",,1,,,"主人公,ピリカ,フィーナ,ツィスカ,カイン,ミシディア,マリナ"
4,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"壊れかけたお嬢様オティーリエ　E-78",3,"追憶の風",,1,"オティーリエの一人称は「リエ」",,"主人公,ピリカ,フィーナ,オティーリエ,カイン,ミシディア,マリナ,オティーリエの父"
5,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"楽器でできた少女イリーネ　K-47",4,"イリーネ",,1,,,"イリーネ"
6,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"楽器でできた少女イリーネ　K-47",4,"笑顔の演奏会",,2,,,"主人公,ピリカ,フィーナ,イリーネ,カイン,ミシディア,マリナ"
7,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"見習い修理工アンチェ　R-31",5,"アンチェ",,1,,,"アンチェ"
8,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"見習い修理工アンチェ　R-31",5,"アンチェの戦い",,2,,,"主人公,ピリカ,フィーナ,アンチェ,カイン,ミシディア"
9,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"二丁拳銃の賞金稼ぎレーネ　S-27",6,"未来の賞金稼ぎ",,1,,,"主人公,ピリカ,フィーナ,レーネ"
10,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"クイズの申し子アニヤ　R-12",7,"さぁ、問題です！",,1,"第１問：鉄煙の大陸の汽車は何を燃やして走っている？_NL_　・石炭　・ジャガイモ_NL_第２問：薄命の大陸の3種類の生き方。探究者と受命者と、あとひとつは？_NL_　・ハグレモノ　・ナマケモノ_NL_第３問：ケ者の大陸にいるのは、犬鼻族、猫爪族、兎耳族、虎牙族、そしてもう1種類は？_NL_　・狐尾族　・豚鼻族_NL_第４問：夜明けの海商会のデュークの肩書は？_NL_　・大船長　・船団長_NL_第５問は・・・",,"主人公,ピリカ,フィーナ,アニヤ"
11,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"クイズの申し子アニヤ　R-12",7,"ユグドクイズに挑戦",,2,"第１問：副都の外交委員は？_NL_　・オットー　・ビルギット_NL_第２問：ユリアナの直属護衛騎士団は？_NL_　・『聖血』騎士団　・『聖剣』騎士団_NL_第３問：魔法兵団のカティアとユニ、師団長はどっち？_NL_　・カティア　・ユニ_NL_第４問：オルガはどこの族長？_NL_　東北東　・東南東_NL_第５問：カリファの肩に止まっている鳥の羽の色は？_NL_　・黄色　・緑色_NL_第６問：運命の矢の中で海風の氏族に伝わる矢は？_NL_　・闘争の矢　・繁栄の矢_NL_第７問：九領の筆頭を決めるための試合の正式名称は？_NL_　・大宰御前試合　・太宰御前試合",,"主人公,ピリカ,フィーナ,アニヤ,オットー,ビルギット,カティア,ユニ,オルガ,カリファ,ユグド,ツル"
12,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"弱き者の盾アレックス　S-75",8,"抗う者",,1,,,"主人公,ピリカ,フィーナ,アレックス"
13,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"弱き者の盾アレックス　S-75",8,"ルーツ",,2,,,"主人公,ピリカ,フィーナ,アレックス,アレックス母"
14,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"穴掘り少年クルト　W-7",9,"クルト",,1,,,"クルト"
15,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"穴掘り少年クルト　W-7",9,"クルトの夢",,2,,,"主人公,ピリカ,フィーナ,クルト"
16,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"熱をくべる少女カーヤ　E-11",10,"カーヤ",,1,,,"カーヤ"
17,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"熱をくべる少女カーヤ　E-11",10,"歯車が世界を回す",,2,,,"主人公,ピリカ,フィーナ,カーヤ,カイン,ミシディア,マリナ,ペイシェ"
18,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"機械の医師ラース　K-72",11,"ラース",,1,,,"ラース"
19,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"機械の医師ラース　K-72",11,"機械化しませんか？",,2,,,"主人公,ピリカ,フィーナ,ラース,カイン,ミシディア,マリナ,ペイシェ"
20,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"機械の医師ラース　K-72",11,"平静に、平静に……",,3,,,"主人公,ピリカ,フィーナ,ラース,カイン,マリナ"
21,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"機械の医師ラース　K-72",11,"冗談を言えば",,4,"イラストをよく見ると・・・",,"主人公,ピリカ,フィーナ,ラース,ミシディア,マリナ,リリー（ラースの患者）"
22,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"鉄の拳アルトルム　K-60",12,"アルトルム",,1,,,"アルトルム"
23,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"鉄の拳アルトルム　K-60",12,"光り輝く鉄拳",,2,"ナイスマッスル！",,"主人公,ピリカ,フィーナ,アルトルム"
24,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"鉄の拳アルトルム　K-60",12,"ゆずれないもの",,3,,,"主人公,ピリカ,フィーナ,アルトルム,ガジジナ,ギザザヤ,キララネ"
25,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"機械仕掛けの右手アリーナ　A-5",13,"その身に夢を",,1,,,"主人公,ピリカ,フィーナ,アリーナ,ミシディア"
26,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"機械仕掛けの右手アリーナ　A-5",13,"その手に勇気を",,2,,,"主人公,ピリカ,フィーナ,アリーナ,カイン"
27,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"警邏隊エーリヒ　V-71",14,"エーリヒ",,1,,,"エーリヒ"
28,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"警邏隊エーリヒ　V-71",14,"弾丸に怒りをこめて",,2,,,"主人公,ピリカ,フィーナ,エーリヒ,ランドルフ,カイン"
29,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"警邏隊エーリヒ　V-71",14,"釣りは嫌いか？",,3,,,"主人公,ピリカ,フィーナ,エーリヒ,ランドルフ"
30,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"警邏隊ランドルフ　V-29",15,"ランドルフ",,1,,,"ランドルフ"
31,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"警邏隊ランドルフ　V-29",15,"燃える男",,2,,,"主人公,ピリカ,ランドルフ,エーリヒ"
32,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"警邏隊ランドルフ　V-29",15,"想いを乗せて",,3,,,"主人公,ピリカ,フィーナ,ランドルフ,エーリヒ"
33,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"貧民街の導き手ビアンカ　A-68",16,"ビアンカ",,1,,,"ビアンカ"
34,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"貧民街の導き手ビアンカ　A-68",16,"若草萌える",,2,,,"主人公,ピリカ,フィーナ,ビアンカ,マリナ,ペイシェ"
35,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"貧民街の導き手ビアンカ　A-68",16,"素晴らしき未来",,3,,,"主人公,ピリカ,フィーナ,ビアンカ"
36,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"蒸気機関車 車掌ディートリンデ　F-38",17,"ディートリンデ",,1,,,"ディートリンデ"
37,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"蒸気機関車 車掌ディートリンデ　F-38",17,"車掌のお仕事",,2,,,"主人公,ピリカ,フィーナ,ディートリンデ,キセルおじさん,オイルマニア"
38,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"蒸気機関車 車掌ディートリンデ　F-38",17,"明日へ続く線路",,3,,,"主人公,ピリカ,フィーナ,ディートリンデ"
39,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"蒸気纏う衛士フロレンツィア　S-73",18,"フロレンツィア",,1,,,"フロレンツィア"
40,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"蒸気纏う衛士フロレンツィア　S-73",18,"オーバーヒート",,2,,,"主人公,ピリカ,フィーナ,フロレンツィア"
41,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"蒸気纏う衛士フロレンツィア　S-73",18,"熱さを超えて",,3,,,"主人公,ピリカ,フィーナ,フロレンツィア"
42,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"衰え知らぬ肉体フリードリッヒ　K-88",19,"衰えぬ自慢話",,1,,,"主人公,ピリカ,フィーナ,フリードリッヒ"
43,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"衰え知らぬ肉体フリードリッヒ　K-88",19,"衰えぬ偉大な男",,2,,,"主人公,ピリカ,フィーナ,フリードリッヒ"
44,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"遺物博物館 館長ミリヤム　S-15",20,"ミリヤム",,1,,,"ミリヤム"
45,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"遺物博物館 館長ミリヤム　S-15",20,"過去から今へ",,2,"ミリヤムの右腕の機械にある紋章は遺失文明の王家の紋章",,"主人公,ピリカ,フィーナ,ミリヤム"
46,CHARACTER_QUEST,"１～２部","第１～２部",1,"鉄煙の大陸",13,"遺物博物館 館長ミリヤム　S-15",20,"歴史をめぐる旅",,3,,,"主人公,ピリカ,フィーナ,ミリヤム,エッケハルト"
