id,catCode,bu,lv1,lv1_order,lv2,lv2_order,lv3,lv3_order,name,order,biko,quest,charalist
1,MAIN_STORY_PART4,"４部","プロローグ",1,,,,,"世界の平穏",1,,,"主人公,ピリカ,フィーナ,カイン,ミシディア,マリナ,ミョルン,ディーハルト,ラインベルト,ミーム,ユリアナ"
2,MAIN_STORY_PART4,"４部","プロローグ",1,,,,,"蠢き、蠢く",2,,,"主人公,ピリカ,フィーナ,カイン,ミシディア,マリナ,ミョルン,ディーハルト,ラインベルト,ミーム,ニピカ"
3,MAIN_STORY_PART4,"４部","プロローグ",1,,,,,"骸の世界",3,,,"主人公,ニピカ"
4,MAIN_STORY_PART4,"４部","プロローグ",1,,,,,"新たなる物語へ",4,,,"主人公,ピリカ,ニピカ,紫の光,赤橙の光（シビリー）,緑青の光（メネフ）,赤の光,黄の光（ハクヒ？）,緑の光,青の光（サリュー？）,フィーナ,カイン,ミシディア,マリナ,ヘリオス"
5,MAIN_STORY_PART4,"４部","ユグド大陸",2,,,,,"世界の変容",5,,,"主人公,ピリカ,フィーナ,カイン,ミシディア,マリナ,デューク,ジャン,メレディス,メリチェル,ヘリシティー,ガジジナ,ミリリア,パモモイ,ギザザヤ,レオン,ローゼマリー,アデライド,アル,ムニ,リヴェラ,ガラクスィアス,シーター,セレン,ガルルア,ヴァリー,ゾーイ,ムスタファ,セルバンテス,ヘリオス,ラインベルト,ディーハルト,アシュリー,ヤーウッド,エフィメラ,チャーノ,クリスティン,カトリ,エリーナ,ミーム,シルヴァ,ギルバート,アポロ,クルト"
6,MAIN_STORY_PART4,"４部","ユグド大陸",2,,,,,"義勇軍本部研究室",6,,,"主人公,ピリカ,フィーナ,カイン,ミシディア,マリナ,メルティオール,オリアーナ,フリリム,アポロ,チワ,クリオラ,トロメア,ヨシカゲ,ハヤテ,アマツ,ヒトリ,ガルルア,ベニガサ,ニピカ"
7,MAIN_STORY_PART4,"４部","ユグド大陸",2,,,,,"世界の目",7,,,"主人公,ピリカ,フィーナ,カイン,ミシディア,ニピカ,クルト,カーヤ,ヨシカゲ,エリーナ,イド"
8,MAIN_STORY_PART4,"４部","ユグド大陸",2,,,,,"戦いの準備",8,,"※1つ目の世界（幻獣）クリア後に読むことを推奨","主人公,ピリカ,フィーナ,カイン,ミシディア,マリナ,ヴェルナー,クラウス,イブキ,ハサン,エイラ,ヘリオス,アポロ,ユリアナ,アインスロット,カイ,ライネル,ジークルーン,フェーベ（名前のみ）,ハンネス,アレス,シンフォニア,ギルバート,デューク,シルヴァ,ラティ,アルドラ,スティッチア,ヴィドック"
9,MAIN_STORY_PART4,"４部","ユグド大陸",2,,,,,"力を合わせて",9,,"※1つ目の世界（幻獣）クリア後に読むことを推奨","主人公,ピリカ,フィーナ,カイン,ミシディア,マリナ,カティア,フィリアナ,メルティオール,ファティマ,ディルマ,ムニ,リン,カリファ,ムスタファ"
10,MAIN_STORY_PART4,"４部","ユグド大陸",2,,,,,"世界の仲間たち",10,,"※1つ目の世界（幻獣）クリア後に読むことを推奨","主人公,ピリカ,フィーナ,カイン,ミシディア,マリナ,ペイシェ,ビエンタ,ヴァリー,ゾーイ,ユグド,アルボール（若）,リーア,セレステ,バリエナ,ラシル,マンリョウ,シュザ,ギザザヤ,チヨメ,ツル,イブキ,ヘリオス,アポロ,トロメア,ニピカ"
11,MAIN_STORY_PART4,"４部","ユグド大陸",2,,,,,"更なる兆し",11,,"※2つ目の世界（謀略）クリア後に読むことを推奨_NL_関連クエスト：伝承篇＞リヴェラ伝","主人公,ピリカ,フィーナ,カイン,ミシディア,マリナ,ペイシェ,リーア,ヴァリー,ゾーイ,ユグド,ガジジナ,ギザザヤ,アル,リヴェラ,ガラクスィアス,セレン,ギュネス,レンレ,イシュチェル,ペレキュデス"
