id,catCode,bu,lv1,lv1_order,lv2,lv2_order,lv3,lv3_order,name,order,biko,charalist
1,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第1話：開拓者の島",1,"前提クエスト：コラボクエスト ＞ KADOKAWA×チェンクロ ＞ 開拓者の島の噂","主人公,ピリカ,フィーナ,メディア,ヘロディア,カイン,マリナ,グレタ,フィーンド,ファクト"
2,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第2話：牧場を守れ！",2,,"主人公,ピリカ,フィーナ,メディア,ファクト,ダスク,チチカ,アステリア,カイン,ヘロディア,マハリシ,グレタ,ペイシェ,ミシディア,ロビン"
3,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第3話：鉱山の街",3,,"主人公,ピリカ,フィーナ,メディア,ファクト,アステリア,グレタ,フィーンド,カイン"
4,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第4話：鉱山王リー",4,,"主人公,ピリカ,フィーナ,メディア,ファクト,ロビン,カワード,カイン,ミシディア,グレタ,フィーンド,リー,ヘロディア,アイク,ダスク"
5,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第5話：鉱石を求めて",5,,"主人公,ピリカ,フィーナ,メディア,ファクト,カラミティ,ヘロディア,フィーンド,ダスク,グレタ"
6,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第6話：過去との決別",6,"ファクトの海賊時代の呼び名：狂い鮫","主人公,ピリカ,フィーナ,メディア,ファクト,カラミティ,ロビン,アステリア,ギリー,ヘロディア"
7,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第7話：秘宝とともに",7,,"主人公,ピリカ,フィーナ,メディア,ファクト,カラミティ,カイン,グレタ,ロビン,ヘロディア,ダスク"
8,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第8話：荒野の決闘",8,,"主人公,ピリカ,フィーナ,メディア,ファクト,リー,グレタ,ミシディア,カイン,ギリー,アイク,ヘロディア,ロビン,フィーンド"
9,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第9話：狂騒の時代",9,,"主人公,ピリカ,フィーナ,ファクト,ブリジット,グレタ,ヘロディア,ナックル,カイン,アステリア"
10,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第10話：鉱山王の後継",10,,"主人公,ピリカ,フィーナ,ファクト,ヘロディア,バッカス,カイン,ロビン,アイク,グレタ,ブリジット,アステリア"
11,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第11話：未だ迷い道の途中",11,,"主人公,ピリカ,フィーナ,メディア,ファクト,ロビン,キャロ,フォンダ,アステリア,グレタ,ナックル,カイン,カラミティ,ブリジット,バッカス"
12,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第12話：崩壊の予兆",12,,"主人公,ピリカ,フィーナ,ファクト,アイク,カラミティ,トゥキリス,ヘロディア,ロビン,グレタ,ダスク,フィーンド,ブリジット,リージス,アステリア,カイン,バッカス"
13,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第13話：暴走少女達",13,,"主人公,ピリカ,フィーナ,ファクト,アステリア,ラントカルテ,ヘロディア,カラミティ,ミアセラ,キャロ,トゥキリス,マハリシ,バッカス,ダスク,カロラッカ"
14,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第14話：怨念の凶弾",14,,"主人公,ピリカ,フィーナ,メディア,ファクト,カワード,カラミティ,トゥキリス,グレタ,ミシディア,ギリー,ダスク,マリナ,アステリア,バッカス,ブリジット,ロビン,エルダー,シウロン,アドベック,リー,リージス,フィーンド,ストラッセ,ヘロディア,レムルビースト"
15,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第15話：邪悪なる魔獣",15,,"主人公,ピリカ,フィーナ,メディア,ファクト,レムルビースト,グレタ,ロビン,キャロ,アステリア,マリナ,ブリジット,フィーンド,カワード,バッカス,フラッグス,カイン,ヘロディア,ダスク,エルダー,ギリー,カラミティ,トゥキリス,マハリシ"
16,COLLAB_GAIDEN,"１～２部","レムレス島",1,,,,,"第16話：開拓者の島",16,,"主人公,ピリカ,フィーナ,メディア,ファクト,レムルビースト,ヘロディア,ロビン,バッカス,グレタ,アイク,レイチェル,ブリジット,カラミティ,マハリシ,アステリア,リージス,ストラッセ,グレリア,チムニィ,トゥキリス,ラントカルテ,アドベック,チチカ,パウラ,シウロン,キャロ,カワード,エルダー,フォンダ,スピラト,カロラッカ,ダスク,スカーレット,ミアセラ,フラッグス,リズベル,ディエゴ,フィーンド"
