id,catCode,bu,lv1,lv1_order,lv2,lv2_order,lv3,lv3_order,name,order,biko,charalist
1,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"密航少年リスフィン",1,"リスフィン",1,,"リスフィン"
2,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"密航少年リスフィン",1,"父を探して",2,,"主人公,ピリカ,フィーナ,リスフィン,ナックル,ワーグマン"
3,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"孤島の隠者ハヴェル",2,"ハヴェル",1,,"ハヴェル"
4,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"孤島の隠者ハヴェル",2,"生きた瘴気",2,"スィン：ランタンの中にいる魚","主人公,ピリカ,フィーナ,ハヴェル,カイン"
5,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"航海の祈り手マール",3,"マール",1,,"マール"
6,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"航海の祈り手マール",3,"後悔の天使",2,,"主人公,ピリカ,フィーナ,マール,カイン,ペイシェ,ミシディア"
7,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"希望の女格闘家ブロッサム",4,"ブロッサム",1,,"ブロッサム"
8,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"希望の女格闘家ブロッサム",4,"闘うドリーマー",2,,"主人公,ピリカ,フィーナ,ブロッサム,マーシィさん,カイン,ペイシェ"
9,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"夜明けの海商会 伝令係ジャン",5,"ジャン",1,,"ジャン"
10,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"夜明けの海商会 伝令係ジャン",5,"早く大人になりたい",2,,"主人公,ピリカ,フィーナ,ジャン,デューク,カイン"
11,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"空を舞う予報士ジーナ",6,"ジーナ",1,,"ジーナ"
12,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"空を舞う予報士ジーナ",6,"晴れときどき",2,,"主人公,ピリカ,フィーナ,ジーナ"
13,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"孤高の漁師アーネスト",7,"アーネスト",1,,"アーネスト"
14,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"孤高の漁師アーネスト",7,"ぬしの脅威",2,,"主人公,ピリカ,アーネスト,カイン,ペイシェ"
15,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"孤高の漁師アーネスト",7,"驚異のぬし",3,,"主人公,ピリカ,フィーナ,アーネスト,カイン,ペイシェ,マリナ,ミシディア"
16,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"魅惑の妖声シャントゥール",8,"シャントゥール",1,,"シャントゥール"
17,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"魅惑の妖声シャントゥール",8,"魔の歌声",2,,"主人公,ピリカ,フィーナ,シャントゥール,カイン"
18,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"魅惑の妖声シャントゥール",8,"救いの歌声",3,,"主人公,ピリカ,フィーナ,シャントゥール,カイン,ミシディア,マリナ"
19,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"好奇心少女ニウ",9,"ニウ",1,,"ニウ"
20,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"好奇心少女ニウ",9,"小麦色の問題児",2,,"主人公,ピリカ,フィーナ,ニウ,カイン,ミシディア,マリナ"
21,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"好奇心少女ニウ",9,"碧落を見通す瞳",3,,"主人公,ピリカ,フィーナ,ニウ,カイン,ミシディア,マリナ,ペイシェ"
22,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"海原を渡る弁当屋ロッタ",10,"ロッタ",1,,"ロッタ"
23,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"海原を渡る弁当屋ロッタ",10,"笑顔にあいたい",2,,"主人公,ピリカ,フィーナ,ロッタ,カイン"
24,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"海原を渡る弁当屋ロッタ",10,"バトンタッチ",3,,"主人公,ピリカ,フィーナ,ロッタ,カイン"
25,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"漂流親子ガイ",11,"ガイ",1,,"ガイ,アリー"
26,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"漂流親子ガイ",11,"親バカ適当人",2,,"主人公,ピリカ,フィーナ,ガイ,アリー,カイン,ミシディア,マリナ"
27,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"漂流親子ガイ",11,"アリーの一番",3,,"主人公,ピリカ,フィーナ,ガイ,アリー,カイン,ミシディア,マリナ"
28,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"茶園の女亭主ヴィクトリア",12,"ヴィクトリア",1,,"ヴィクトリア"
29,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"茶園の女亭主ヴィクトリア",12,"お紅茶お貴族",2,,"主人公,ピリカ,フィーナ,ヴィクトリア,カイン"
30,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"茶園の女亭主ヴィクトリア",12,"ティーワールド",3,,"主人公,ピリカ,フィーナ,ヴィクトリア,カイン,ミシディア,マリナ,ペイシェ"
31,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"恵みの狩人マリアン",13,"マリアン",1,,"マリアン"
32,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"恵みの狩人マリアン",13,"はらぺこ狩人",2,,"主人公,ピリカ,フィーナ,マリアン,カイン,ミシディア,マリナ,ペイシェ"
33,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"恵みの狩人マリアン",13,"美しき大自然",3,,"主人公,ピリカ,フィーナ,マリアン,カイン,ミシディア,マリナ"
34,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"武者修行少年レン",14,"レン",1,,"レン"
35,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"武者修行少年レン",14,"最強を目指して",2,"関連クエスト：キャラクエ＞１～２部＞義勇軍＞善良なる傭兵カイン","主人公,ピリカ,フィーナ,レン,カイン"
36,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"武者修行少年レン",14,"想いのワケは",3,"ドビリアの二つ名：愛ある右拳","主人公,ピリカ,フィーナ,レン,カイン,ミシディア,マリナ,ドビリア（レンの母）"
37,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"錆びついた勇者アブエロ",15,"アブエロ",1,,"アブエロ"
38,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"錆びついた勇者アブエロ",15,"かつての勇者",2,,"主人公,ピリカ,フィーナ,アブエロ,カイン"
39,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"人気の興行格闘家メイビア",16,"メイビア",1,,"メイビア"
40,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"人気の興行格闘家メイビア",16,"大海王者",2,,"主人公,ピリカ,フィーナ,メイビア,マーシィさん,ノース・ウルフ,ザ・タイフーン"
41,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"人気の興行格闘家メイビア",16,"ザ・ゴールデン",3,,"主人公,ピリカ,フィーナ,メイビア,マーシィさん,ザ・ゴールデン"
42,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"流浪の女情報屋ラルダ",17,"旅芸人の舞姫",1,,"主人公,ピリカ,フィーナ,ラルダ"
43,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"流浪の女情報屋ラルダ",17,"魅惑の踊り子",2,,"主人公,ピリカ,ラルダ"
44,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"流浪の女情報屋ラルダ",17,"女の敵！",3,,"主人公,ピリカ,フィーナ,ラルダ,カイン,ミシディア,マリナ"
45,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"不良航海士ダビド",18,"ダビド",1,,"ダビド"
46,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"不良航海士ダビド",18,"ズボラな羅針盤",2,,"主人公,ピリカ,フィーナ,ダビド,カイン,ミシディア,マリナ"
47,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"不良航海士ダビド",18,"ダビドの針路",3,,"主人公,ピリカ,フィーナ,ダビド,ヨイツ（ダビドのかつての仲間）,カイン,ミシディア,マリナ"
48,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"旅籠の若女将アメリア",19,"アメリア",1,,"アメリア"
49,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"旅籠の若女将アメリア",19,"最高のもてなし",2,,"主人公,ピリカ,フィーナ,アメリア,カイン,ミシディア,マリナ,ペイシェ"
50,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"旅籠の若女将アメリア",19,"目覚めたお人",3,,"主人公,ピリカ,フィーナ,アメリア,カイン,ミシディア,マリナ,ペイシェ"
51,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"夜明けの海商会 執務員メレディス",20,"メレディス",1,,"メレディス"
52,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"夜明けの海商会 執務員メレディス",20,"笑顔が求めるもの",2,,"主人公,ピリカ,フィーナ,メレディス,カイン,マリナ,ペイシェ"
53,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"夜明けの海商会 執務員メレディス",20,"深海の如く",3,,"主人公,ピリカ,フィーナ,メレディス,カイン"
54,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"財宝の探索者ガスパール",21,"ガスパール",1,,"ガスパール"
55,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"財宝の探索者ガスパール",21,"男の浪漫海道",2,,"主人公,ピリカ,フィーナ,ガスパール"
56,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"財宝の探索者ガスパール",21,"夢見る大人子供",3,,"主人公,ピリカ,フィーナ,ガスパール,カイン,ミシディア,マリナ,ペイシェ"
57,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"浜辺の守護者リュキシー",22,"リュキシー",1,,"リュキシー"
58,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"浜辺の守護者リュキシー",22,"浜辺の平和は",2,,"主人公,ピリカ,フィーナ,リュキシー"
59,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"夜明けの海商会 船医ハンジ",23,"ハンジ",1,,"ハンジ"
60,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"夜明けの海商会 船医ハンジ",23,"船上は戦場",2,,"主人公,ピリカ,フィーナ,ハンジ,カイン,マリナ"
61,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"夜明けの海商会 船医ハンジ",23,"信条と心情",3,,"主人公,ピリカ,フィーナ,ハンジ,マリナ"
62,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"瀟洒な老海賊ディラン",24,"ディラン",1,,"ディラン"
63,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"瀟洒な老海賊ディラン",24,"老人の穏やかな午後",2,,"主人公,ピリカ,ディラン,カイン"
64,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"瀟洒な老海賊ディラン",24,"老年期の終末",3,"ディランの左手を奪ったのはデューク","主人公,ピリカ,フィーナ,ディラン,デューク"
65,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"潜水服海賊ドミニック",25,"海中の怪しい影",1,,"主人公,ピリカ,フィーナ,ドミニック"
66,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"潜水服海賊ドミニック",25,"ハッスル舟幽霊",2,,"主人公,ピリカ,フィーナ,ドミニック,ペイシェ"
67,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"潜水服海賊ドミニック",25,"潜水服を脱げ！",3,,"主人公,ピリカ,フィーナ,ドミニック,カイン,ミシディア,マリナ,ペイシェ"
68,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"孤島訛りの魔法使いミジョカ",26,"ミジョカ",1,,
69,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"孤島訛りの魔法使いミジョカ",26,"日向の少女",2,,
70,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"孤島訛りの魔法使いミジョカ",26,"神童の所以",3,,
71,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"武神の舞姫キオラ",27,"キオラ",1,,"キオラ"
72,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"武神の舞姫キオラ",27,"武神の舞姫",2,,"主人公,ピリカ,フィーナ,キオラ,ルクレチア,ローエンディア,カミナヅキ,カイン"
73,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"武神の舞姫キオラ",27,"力強く、美しく",3,,"主人公,ピリカ,フィーナ,キオラ,カイン,ペイシェ"
74,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"公正貿易商人コンスタンサ",28,"コンスタンサ",1,,"コンスタンサ"
75,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"公正貿易商人コンスタンサ",28,"お代はね……",2,,"主人公,ピリカ,フィーナ,コンスタンサ,ペイシェ"
76,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"公正貿易商人コンスタンサ",28,"故郷からの便り",3,,"主人公,ピリカ,フィーナ,コンスタンサ"
77,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"漂流の野生少女ティア",29,"ティア",1,,"ティア"
78,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"漂流の野生少女ティア",29,"イカダの漂流少女",2,,"主人公,ピリカ,フィーナ,ティア,カイン,ミシディア,マリナ"
79,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"漂流の野生少女ティア",29,"そわそわ",3,,"主人公,ピリカ,フィーナ,ティア,カイン,ミシディア,マリナ"
80,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"生きていた女剣士グローリア",30,"グローリア",1,,"グローリア"
81,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"生きていた女剣士グローリア",30,"剣士は夢を見ない",2,,"主人公,ピリカ,フィーナ,グローリア,カイン,ミシディア,サーペント（情報屋）"
82,CHARACTER_QUEST,"１～２部","第１～２部",1,"大海",9,"生きていた女剣士グローリア",30,"愛を忘れて眠れ",3,,"主人公,ピリカ,フィーナ,グローリア,カイン,ミシディア,マリナ,ペイシェ,サーペント（情報屋）"
